12,4
1,3,1,0,2
1,2,2,0,2
1,1,4,0,31
2,1,3,0,40
3,2,2,0,23
3,1,3,0,17
4,1,4,0,40
5,2,3,22,0
5,1,4,18,0
6,1,4,31,0
