21,8
1,2,1,0,1
1,1,3,0,1
4,1,7,0,3
5,4,1,0,2
5,1,2,0,1
5,3,3,0,1
5,2,5,0,1
6,1,4,0,4
6,2,5,0,1
7,3,2,0,1
7,2,3,0,3
7,1,8,0,1
9,1,3,3,1
10,1,4,5,0
11,1,1,4,0
12,2,6,0,2
12,1,8,0,1
13,1,7,0,3
15,1,2,0,1
15,2,5,1,0
15,3,8,2,0
17,1,5,4,0
18,1,3,2,1
18,2,5,1,0
19,1,3,4,0
21,3,3,0,1
21,1,6,0,1
21,2,7,0,4
