21,8,79048.78999999999
2,1,7,0,3
4,1,7,0,2
4,2,4,0,1
5,1,7,0,3
5,2,4,0,2
6,1,6,0,3
6,2,3,0,1
7,1,8,0,2
7,2,1,0,1
7,3,3,0,1
9,1,4,4,0
10,1,1,4,0
11,1,8,2,0
11,2,3,2,0
12,1,3,0,2
12,2,1,0,2
13,1,5,0,2
13,2,2,0,2
14,1,3,0,4
15,1,3,3,0
16,1,4,1,0
16,2,5,2,0
17,1,3,3,0
18,1,3,1,0
18,2,5,2,0
19,1,5,2,0
21,1,2,0,1
21,2,4,0,1
21,3,7,0,2
