12,4,30320.27
3,1,2,0,6
3,2,4,0,20
3,3,3,0,14
4,1,3,0,20
4,2,4,0,1
4,3,2,0,19
6,1,4,17,0
6,2,3,17,2
7,1,4,6,14
7,2,3,0,20
9,1,4,0,34
10,1,4,10,0
10,2,3,0,1
11,1,1,0,2
11,2,4,16,2
11,3,3,5,0
